title,artist,date,School Name,Borough,Medium
UNTITLED,Nancy Geismaan,1984,P.S. 180 - BROOKLYN,BROOKLYN,ACRYLIC ON CANVAS
UNTITLED,Nancy Geismaan,1984,P.S. 180 - BROOKLYN,BROOKLYN,ENAMEL PAINT
RIDING HIGH,Nat Lowell,1940,FORT HAMILTON HS - K,BROOKLYN,ETCHING
MAN ON PULLEY,Nat Lowell,1937,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,ETCHING
CLARINET PLAYER,Nat Werner,,NEWTOWN HS - QUEENS,QUEENS,"PLASTER, PAINTED"
,Natasha Johns-Messenger,2013,HUNTERS POINT CAMPUS - QUEENS,QUEENS,GLASS
RUSSIA'S CONTRIBUTIONS TO AMERICA,Natasha Kudrova,,OSSS / DSF - QUEENS,QUEENS,PRINT
TRAGEDY AND COMEDY,Nathanel Kaz,1959,J.H.S. 194 - QUEENS,QUEENS,"ALUMINUM, PAINTED, ENAMEL"
"""GROWTH""",Nathanel Kaz,1959,P.S. 59 - BROOKLYN,BROOKLYN,"BRONZE, CAST"
"""CHEERLEADER""",Nathanel Kaz,1942,ABRAHAM LINCOLN HS - K,BROOKLYN,"WOOD, PAINTED"
UNTITLED,Nathaniel Choate,,P.S. 288 - BROOKLYN,BROOKLYN,"STEEL, GALVANIZED"
DREAMS OF CHILDHOOD,Nathaniel Choate,1965,P.S. 307 - BROOKLYN,BROOKLYN,MOSAIC
THE WANDERINGS OF ULYSSES - HOMER'S WORLD,Nato Receputo,1939,ERASMUS HALL CAMPUS - K,BROOKLYN,OIL ON CANVAS
DESTINATIONS,Ned Smyth,2002,P.S. 156 - BROOKLYN,BROOKLYN,MARBLE
DESTINATIONS,Ned Smyth,2002,P.S. 156 - BROOKLYN,BROOKLYN,GLASS
BUS,Nelson Felix,1987,P.S. 77 ANNEX - BROOKLYN,BROOKLYN,PASTEL
BUS,Nelson Felix,1987,P.S. 77 ANNEX - BROOKLYN,BROOKLYN,GRAPHITE
BUS,Nelson Felix,1987,P.S. 77 ANNEX - BROOKLYN,BROOKLYN,ACRYLIC ON PAPER
AVOROL,Nelson Felix,1987,P.S./I.S. 176 - MANHATTAN,MANHATTAN,PASTEL
AVOROL,Nelson Felix,1987,P.S./I.S. 176 - MANHATTAN,MANHATTAN,GRAPHITE
AVOROL,Nelson Felix,1987,P.S./I.S. 176 - MANHATTAN,MANHATTAN,ACRYLIC ON PAPER
POETA PARADO,Nelson Felix,1987,P.S. 45 - BROOKLYN,BROOKLYN,GRAPHITE
POETA PARADO,Nelson Felix,1987,P.S. 45 - BROOKLYN,BROOKLYN,ACRYLIC ON PAPER
POETA PARADO,Nelson Felix,1987,P.S. 45 - BROOKLYN,BROOKLYN,PASTEL
CITYSCAPE,Nicholas Vergette,1966,P.S. 312 - BROOKLYN,BROOKLYN,CERAMIC TILE
"""PORTRAIT OF DEWITT CLINTON (SAMUEL MORSE)""",Nicola Anunziata,1936,DEWITT CLINTON HS - X,BRONX,OIL ON CANVAS
"""MOTHER AND CHILD""",Nicola Anunziata,1941,P.S. 152 - QUEENS,QUEENS,OIL ON CANVAS
FEATHER EXPLOSION,Nitza Tufino,1993,P.S. 12 - BROOKLYN,BROOKLYN,CERAMIC
LAS MENINAS,Nobukazu (Nobi) Shioya,1996,P.S. 166 - MANHATTAN,MANHATTAN,WOOD
LAS MENINAS,Nobukazu (Nobi) Shioya,1996,P.S. 166 - MANHATTAN,MANHATTAN,BRONZE
BUILDING ON 20 YEARS OF DIVERSITY,Noel Copeland,,P.S. 346 - BROOKLYN,BROOKLYN,CERAMIC
JHS 56,Noel Copeland,1992,J.H.S. 56 - MANHATTAN,MANHATTAN,CERAMIC TILE
MYTH ANIMALS,Noel Copeland,,P.S. 212 - QUEENS,QUEENS,CERAMIC TILE
DOWNTOWN & MIDTOWN,Noel Copeland,,P.S. 20 - MANHATTAN,MANHATTAN,CERAMIC TILE
OUR FAVORITE PLANTS AND ANIMALS,Noel Copeland,,P.S. 130 - MANHATTAN,MANHATTAN,CERAMIC TILE
UNTITLED,Norman Lewis,1976,BOYS & GIRLS HS - K,BROOKLYN,ACRYLIC ON MASONITE
NEW ENGLAND ARABESQUE,O. Guglielmi,1934,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,OIL ON CANVAS
"""TABLET OF JAMES D. DILLINGHAM""",O.B. Jorkman,1923,NEWTOWN HS - QUEENS,QUEENS,BRONZE
ALL TOGETHER NOW,Ohad Meromi,2013,P.S./I.S. 78 - QUEENS,QUEENS,CERAMIC TILE
"A STORY IS TOLD...A VIEW OF FOUR CULTURES: NATIVE AMERICAN, MAYAN, AFRICAN, ...",Olga Hiiva,1996,P.S. 102 - BRONX,BRONX,CERAMIC
THE ENVIRONMENT,Olivia Beens,1992,P.S. 107 - BROOKLYN,BROOKLYN,"METAL, ENAMELED"
THE ENVIRONMENT,Olivia Beens,1992,P.S. 107 - BROOKLYN,BROOKLYN,ENAMEL PAINT
LESSONS IN GEOGRAPHY,Olivia Beens,1997,P.S. 132 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
"""TOSCANINI""",Onorio Ruotolo,1919,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,BRONZE
INSIDE THE ARK,Ora Lerman,1997,P.S./I.S. 176 - MANHATTAN,MANHATTAN,ACRYLIC ON WALL
INSIDE THE ARK,Ora Lerman,1997,P.S./I.S. 176 - MANHATTAN,MANHATTAN,"PLASTER, PAINTED"
INSIDE THE ARK,Ora Lerman,1997,P.S./I.S. 176 - MANHATTAN,MANHATTAN,WOOD
INSIDE THE ARK,Ora Lerman,1997,P.S./I.S. 176 - MANHATTAN,MANHATTAN,OIL ON CANVAS
ART AND SCIENCE,Oscar Mundhenk,1934,I.S. 88 - MANHATTAN,MANHATTAN,PLASTER CAST
THE CORN CRIB,Oscar Weissbuch,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
LONG ISLAND LANDSCAPE,Oscar Weissbuch,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
LONG ISLAND LANDSCAPE,Oscar Weissbuch,1940,FORT HAMILTON HS - K,BROOKLYN,LINOLEUM CUT
FIELDS IN SPRING,Oscar Weissbuch,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
"""INDUSTRY"" AND ""MUSIC""",Oskar Hauenstein,,P.S. 72 - BRONX,BRONX,OIL ON CANVAS
THE LIFE OF SAMUEL DICKSTEIN,Otello Guarducci,1967,J.H.S. 56 - MANHATTAN,MANHATTAN,CAST STONE
THE WINDOW,Otello Guarducci,1967,P.S. 30 - MANHATTAN,MANHATTAN,CONCRETE
MUSIC AND INSPIRATION,Otello Guarducci,1965,I.S. 145 - BRONX,BRONX,"BRONZE, SHEET"
IMAGES OF WASHINGTON HEIGHTS 1993-1995,Pablo Delano,,P.S. 4 - MANHATTAN,MANHATTAN,SILVER GELATIN PRINT
SNOW DAY,Paloma Munoz,2013,P.S. 133 - BROOKLYN,BROOKLYN,"PHOTOGRAPHY, CHROMOGENIC"
SNOW DAY,Paloma Munoz,2013,P.S. 133 - BROOKLYN,BROOKLYN,DIBOND PANEL
SNOW DAY,Paloma Munoz,2013,P.S. 133 - BROOKLYN,BROOKLYN,PHOTO MURAL
"THE SAN REMO, CENTRAL PARK",Patrick Antonelle,1988,P.S. 91 - BROOKLYN,BROOKLYN,OIL ON CANVAS
WOOD,Paul Bisson,,I.S. 201 - BROOKLYN,BROOKLYN,"LITHOGRAPH, COLOR"
FOUR BOATS,Paul Cadmus,1932,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON CANVAS
"""LIBERTY""",Paul Fjelde,1933,JAMAICA HS - QUEENS,QUEENS,BRONZE
GOING UP UP UP,Paul Henry Ramirez,2005,P.S. 254 - QUEENS,QUEENS,ALUMINUM
"""HISTORY OF TEXTILE INDUSTRY""",Paul Lawler,1936,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN,OIL ON PLASTER
RED BARN,Paul Mordetsky,1983,P.S. 154 - QUEENS,QUEENS,PAPER
RED BARN,Paul Mordetsky,1983,P.S. 154 - QUEENS,QUEENS,PASTEL
HOUR OF CRISIS- BATTLE OF THE HUDSON RIVER 'PRINT',Paul Ortlip,,OSSS / DSF - QUEENS,QUEENS,PRINT
THE BATTLE OF THE HUDSON RIVER,Paul Ortlip,1976,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
19TH CENTURY FARMHOUSE,Paul Rickert,1985,P.S. 89 - BRONX,BRONX,WATERCOLOR
QUEENS,Paula Scher,,METROPOLITAN AVENUE CAMPUS - QUEENS,QUEENS,ACRYLIC ON CANVAS
QUEENS,Paula Scher,,METROPOLITAN AVENUE CAMPUS - QUEENS,QUEENS,DIBOND PANEL
METROPOLITAN AVENUE,Paula Scher,,METROPOLITAN AVENUE CAMPUS - QUEENS,QUEENS,ACRYLIC ON CANVAS
METROPOLITAN AVENUE,Paula Scher,,METROPOLITAN AVENUE CAMPUS - QUEENS,QUEENS,DIBOND PANEL
CARIBBEAN SEA,Pedro Silva,1994,I.S. 246 - BROOKLYN,BROOKLYN,MOSAIC
CORPORATE ENTITY #1,Perry Hoberman,1988,I.S. 219 (OLD 148) - BRONX,BRONX,PLEXIGLASS
TALL SHIPS,Pete Ellenshaw,1977,CHRISTOPHER COLUMBUS HS - X,BRONX,ETCHING
WE SHALL OVERCOME,Peter Gourfain,1994,P.S. 6 - BROOKLYN,BROOKLYN,BRONZE
"FREEDOM MARCH, 1965",Peter Gourfain,1993,P.S. 6 - BROOKLYN,BROOKLYN,BRONZE
"MODEL FOR ""WE SHALL OVERCOME""",Peter Gourfain,1997,P.S. 6 - BROOKLYN,BROOKLYN,LINOLEUM CUT
MAQUETTE FOR BRONZE SCULPTURE,Peter Gourfain,1993,OSSS / DSF - QUEENS,QUEENS,PAPER
MAQUETTE FOR BRONZE SCULPTURE,Peter Gourfain,1993,OSSS / DSF - QUEENS,QUEENS,LINOLEUM CUT
BLUEPRINT,Peter Marcus,1974,P.S. 103 - BRONX,BRONX,ACRYLIC ON CANVAS
GREAT HARMONY (TA TUNG),Peter Polymenakos,,I.S. 131 - MANHATTAN,MANHATTAN,"PHOTOGRAPH, B+W"
GREAT HARMONY (TA TUNG),Peter Polymenakos,,I.S. 131 - MANHATTAN,MANHATTAN,PHOTO MURAL
SUN BAND,Peter Rostovsky,2012,SPRING CREEK EDUCATIONAL CAMPUS - BROOKLYN,BROOKLYN,OIL ON CANVAS
SUNRISE CURTAIN,Peter Rostovsky,2012,SPRING CREEK EDUCATIONAL CAMPUS - BROOKLYN,BROOKLYN,GLASS
PINEWATER,Phil Greenwood,1982,I.S. 211 - BROOKLYN,BROOKLYN,"ETCHING, COLOR"
FOLKTALES FROM AROUND THE WORLD,Philemona Williamson,2003,P.S./I.S. 208 - QUEENS,QUEENS,"MOSAIC, GLASS"
REFLECTIONS,Philip Foxx,,DOE ADMINISTRATIVE / STUDENT SERVICES - QUEENS,QUEENS,ALABASTER
REFLECTIONS,Philip Foxx,,DOE ADMINISTRATIVE / STUDENT SERVICES - QUEENS,QUEENS,WOOD
GEMINI,Philip Foxx,,GROVER CLEVELAND HS - Q,QUEENS,ALABASTER
"""THE HISTORY OF STATEN ISLAND""",Philip Rice,,P.S. 1 - STATEN ISLAND,STATEN ISLAND,OIL ON CANVAS
GRAND CENTRAL REFLECTION,Philip Tarlow,1984,I.S. 271 - BROOKLYN,BROOKLYN,SILKSCREEN
FOUR SEASONS,Phillip Galgiani,1999,P.S. 16 (OLD Q721 SPED) - QUEENS,QUEENS,CERAMIC TILE
FOUR SEASONS,Phillip Galgiani,1999,P.S. 16 (OLD Q721 SPED) - QUEENS,QUEENS,ALUMINUM
UNTITLED,Phillip Pearlstein,1985,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,LITHOGRAPH
HABANA,Pietro Finelli,1986,P.S. 9 - BROOKLYN,BROOKLYN,PAPER
SENZO TITOLO,Pietro Finelli,1986,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS,COPPER
SENZO TITOLO,Pietro Finelli,1986,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS,WATERCOLOR
SENZO TITOLO,Pietro Finelli,1986,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS,PAPER
SENZO TITOLO,Pietro Finelli,1986,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS,PASTEL
SENZO TITOLO,Pietro Finelli,1986,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS,BRASS
NELLA LINGUA DI DANTE,Pietro Finelli,,P.S. 87 - QUEENS,QUEENS,WATERCOLOR
NELLA LINGUA DI DANTE,Pietro Finelli,,P.S. 87 - QUEENS,QUEENS,ACRYLIC ON PAPER
STORIE LOMBARDE,Pietro Finelli,1985,P.S. 87 - QUEENS,QUEENS,WATERCOLOR
STORIE LOMBARDE,Pietro Finelli,1985,P.S. 87 - QUEENS,QUEENS,ACRYLIC ON PAPER
VIAGGIATORE INCANTO,Pietro Finelli,1986,I.S. 2 - STATEN ISLAND,STATEN ISLAND,OIL ON CANVAS
COLLINA,Pino Finnochiaro,1983,P.S. 52 - BROOKLYN,BROOKLYN,"ETCHING, COLOR"
GEORGE WASHINGTON,R Livingston,1937,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
HAAREN HIGH SCHOOL ART ROOM,R. Muller,1930,FLUSHING HS - Q,QUEENS,WOODCUT
HAAREN HIGH SCHOOL ART ROOM,R. Muller,1930,FLUSHING HS - Q,QUEENS,LINOLEUM CUT
UNTITLED,Rachel Bas Cohain,,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
UNTITLED,Rafael Ferrer,1984,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,ETCHING
TIGHTROPE WALKER AND HIS AUDIENCE,Ralph Hilton,1982,P.S. 100 - QUEENS,QUEENS,WOOD
TIGHTROPE WALKER AND HIS AUDIENCE,Ralph Hilton,1982,P.S. 100 - QUEENS,QUEENS,OIL ON CANVAS
MAN & SPACE,Ralph Menconi,1966,P.S. 5 - BROOKLYN,BROOKLYN,BRASS
MAN & SPACE,Ralph Menconi,1966,P.S. 5 - BROOKLYN,BROOKLYN,EPOXY CAST
MAN & SPACE,Ralph Menconi,1966,P.S. 5 - BROOKLYN,BROOKLYN,FIBERGLASS
GIRL,Raphael Soyer,,I.S. 51 - BROOKLYN,BROOKLYN,"LITHOGRAPH, COLOR"
WORKING GIRLS GOING HOME,Raphael Soyer,1937,FLUSHING HS - Q,QUEENS,LITHOGRAPH
LA BELLE ENFANT,Rauol Dufy,,NEWTOWN HS - QUEENS,QUEENS,ETCHING
CLINTON DISTRICT NYC,Ray Kass,1986,I.S. 98 - BRONX,BRONX,WATERCOLOR
THE CITY,Raymond Skolfield,1936,OSSS / DSF - QUEENS,QUEENS,LITHOGRAPH
THE SEA LIONS POOL,Raymond Skolfield,1936,FLUSHING HS - Q,QUEENS,LITHOGRAPH
"""CHEMISTRY""",Raymond Turner,1939,FRANKLIN K. LANE HS - K,BROOKLYN,TERRA COTTA
UNTITLED (CITY LIGHTS II ),Rebecca Conviser,1989,P.S. 4 - MANHATTAN,MANHATTAN,GOUACHE
THERE IS NO TURNING BACK,Rebecca Raubacher,1985,I.S. 59 - QUEENS,QUEENS,GRAPHITE
THERE IS NO TURNING BACK,Rebecca Raubacher,1985,I.S. 59 - QUEENS,QUEENS,ACRYLIC ON PAPER
THE ANGEL DEPARTING FROM THE FAMILY OF TOBIAS,Rembrandt Van Rijn,1641,NEWTOWN HS - QUEENS,QUEENS,ETCHING
LEDA AND THE SWAN,Reuben Nakian,1983,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,LITHOGRAPH
"""MUSIC, DANCING, RHYTHM""",Revesz Ferryman,1926,P.S. 43 - BRONX,BRONX,TO BE DETERMINED
ECOTONES,Rhoda Andors,1995,P.S. 195 - BROOKLYN,BROOKLYN,FRESCO
UNTITLED,Richard Bosman,1983,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,ETCHING
UNTITLED,Richard Carleton,1985,I.S. 30 - BROOKLYN,BROOKLYN,ETCHING
SHANNON WORLD CLOCK,Richard Fuller,,OSSS / DSF - QUEENS,QUEENS,SILKSCREEN
SHANNON WORLD CLOCK,Richard Fuller,,OSSS / DSF - QUEENS,QUEENS,ALUMINUM
SHANNON WORLD CLOCK,Richard Fuller,,OSSS / DSF - QUEENS,QUEENS,METAL PAINTED
"""ABSTRACT""",Richard Hunt,1982,P.S. 211 - BRONX,BRONX,"STEEL, PAINTED"
CHALLENGE OF SPACE,Richard Kirk,1972,I.S. 238 - QUEENS,QUEENS,"MOSAIC, MARBLE"
CHALLENGE OF SPACE,Richard Kirk,1972,I.S. 238 - QUEENS,QUEENS,"MOSAIC, GLASS"
LARGE SQUARE SPECTRUM SERIES #1,Richard Roth,1971,P.S. 83 - BRONX,BRONX,ENAMEL PAINT
LARGE SQUARE SPECTRUM SERIES #1,Richard Roth,1971,P.S. 83 - BRONX,BRONX,GLASS
LICENSE TO DREAM,Ricky Flores,1995,P.S. 306 - BRONX,BRONX,SILVER GELATIN PRINT
WATERWICH CROSSING,Riva Helfond,1940,P.S. 14 - BRONX,BRONX,"WOODCUT, COLOR"
JOHNNY AT THE BAT,Riva Helfond,,FORT HAMILTON HS - K,BROOKLYN,"LITHOGRAPH, COLOR"
NO. 6 COLLIERY,Riva Helfond,,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
JOHNNY AT THE BAT,Riva Helfond,1938,FRANK SINATRA HIGH SCHOOL-Q,QUEENS,"LITHOGRAPH, COLOR"
BARGES ON CANAL,Riva Helfond,,OSSS / DSF - QUEENS,QUEENS,"LITHOGRAPH, COLOR"
WINGED SHADOWS,Robert Adzema,1986,P.S. 12 - QUEENS,QUEENS,"ALUMINUM, PAINTED, ENAMEL"
PORT RICHMOND HIGH SCHOOL SUNDIAL,Robert Adzema,1993,PORT RICHMOND HS - S. I.,STATEN ISLAND,"STEEL, PAINTED"
PORT RICHMOND HIGH SCHOOL SUNDIAL,Robert Adzema,1993,PORT RICHMOND HS - S. I.,STATEN ISLAND,CONCRETE
PORT RICHMOND HIGH SCHOOL SUNDIAL,Robert Adzema,1993,PORT RICHMOND HS - S. I.,STATEN ISLAND,BRASS
SUNSET ON PORT AUTHORITY BUILDING,Robert Archer,1935,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON CANVAS
SIR WILLIAM JOHNSON AND THE MOHAWK INDIANS,Robert Archer,1976,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
AN HISTORIC PORTRAIT OF PS 18 1892-1994,Robert Bunkin,1995,P.S. 18 - STATEN ISLAND,STATEN ISLAND,FRESCO
"""REL SAK ENVISIB THE CRY OF THE INVISIBLES EL GRITO DE LOS INVISIBLES""",Robert Bunkin,,ROBESON HS COMP&BUS TC (A HML)-K,BROOKLYN,FRESCO
UNTITLED,Robert Carter,1972,P.S. 115 - QUEENS,QUEENS,ACRYLIC ON WOOD
INDUSTRY,Robert Cronbach,1938,P.S. 150 - BRONX,BRONX,PLASTER
BLACK GOLD,Robert Ferrandini,1990,I.S. 210 - QUEENS,QUEENS,OIL ON WOOD
IN HER WAKE,Robert Ferrandini,1988,P.S. 19 - BROOKLYN,BROOKLYN,OIL ON WOOD
"""UNTITLED""",Robert Galbraith,1979,P.S. 721 (OTC) - BRONX,BRONX,"METAL, ENAMELED"
"""JOHN T. BUCHANAN""",Robert Ganley,1909,DEWITT CLINTON HS - X,BRONX,OIL ON CANVAS
FOUR SEASONS,Robert Hamilton,1923,P.S. 43 - BRONX,BRONX,OIL ON CANVAS
"""LINCOLN AT GETTYSBURG"", ""PIONEERS PLANTING..."",""WASHINGTON PRAYING AT VALLY...""",Robert Harding,1976,OSSS / DSF - QUEENS,QUEENS,TO BE DETERMINED
"""FOREST PATH""",Robert Owen,1937,BROOKLYN TECH HS - K,BROOKLYN,OIL ON CANVAS
AUTUMN AFTERNOON,Robert Owen,1937,BROOKLYN TECH HS - K,BROOKLYN,OIL ON CANVAS
"UNTITLED ""EAT""",Robert Proper,1975,BEACH CHANNEL HS - Q,QUEENS,CERAMIC
RIVERS,Robert Ressler,1997,P.S. 233 - BROOKLYN,BROOKLYN,"WOOD, PAINTED"
OPEN VOYAGE,Robert Rivera,1992,P.S. 279 - BRONX,BRONX,ALUMINUM
"""DUTCH AND INDIAN TRADING""",Robert Ryland,1916,WASHINGTON IRVING HS - MANHATTAN,MANHATTAN,OIL ON CANVAS
JON B. LEDER [?],Robert Skemp,1966,FORT HAMILTON HS - K,BROOKLYN,OIL ON CANVAS
UNTITLED,Robert Tinch,1975,P.S. 13 - BROOKLYN,BROOKLYN,"ALUMINUM, PAINTED, ENAMEL"
UNTITLED,Robert Tinch,1975,P.S. 13 - BROOKLYN,BROOKLYN,"ALUMINUM, PAINTED, ENAMEL"
CALENDAR,Roberto Juarez,1995,I.S. 2 - BROOKLYN,BROOKLYN,TERRAZZO
CALENDAR,Roberto Juarez,1995,I.S. 2 - BROOKLYN,BROOKLYN,ACRYLIC ON HEXTAL
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,WOOD
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,STAINED GLASS
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,STEEL
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,PLEXIGLASS
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,CERAMIC
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,"WOOD, CARVED"
RITES OF PASSAGE,Robin Holder,,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN,"WOOD, PAINTED"
PORTRAITS AND PATTERNS,Robin Holder,,P.S. 811 (OLD P148/LIVINGS HS) - M,MANHATTAN,LINOLEUM CUT
PORTRAITS AND PATTERNS,Robin Holder,,P.S. 811 (OLD P148/LIVINGS HS) - M,MANHATTAN,CERAMIC
PORTRAITS AND PATTERNS,Robin Holder,,P.S. 811 (OLD P148/LIVINGS HS) - M,MANHATTAN,COLLOTYPE/MOUNT
CAMINO DE ANIMALES,Robin Holder,1992,P.S. 5 - MANHATTAN,MANHATTAN,"CONCRETE, PRECAST"
CAMINO DE ANIMALES,Robin Holder,1992,P.S. 5 - MANHATTAN,MANHATTAN,CERAMIC TILE
DESIGN FOR CERAMICS TITLES PORTRAITS AND PATTERNS,Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,LINOLEUM CUT
DESIGN FOR CERAMIC TITLES PORTRAITS AND PATTERNS,Robin Holder,1996,,,LINOLEUM CUT
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,COLLAGE
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,INK ON PAPER
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,SCAN
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,PHOTOGRAPH
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,PAPER
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,"LINOLEUM CUT, COLOR"
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,DIGITAL PRINT
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,LINOLEUM CUT
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,DRAWING
"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",Robin Holder,1996,OSSS / DSF - QUEENS,QUEENS,PHOTOCOPY
EVERYDAY COURAGE,Robyn Love,2003,HS FOR LAW ENFORCEMENT - QUEENS,QUEENS,"STEEL, STAINLESS"
EVERYDAY COURAGE,Robyn Love,2003,HS FOR LAW ENFORCEMENT - QUEENS,QUEENS,GLASS
EVERYDAY COURAGE,Robyn Love,2003,HS FOR LAW ENFORCEMENT - QUEENS,QUEENS,FABRIC
EVERYDAY COURAGE,Robyn Love,2003,HS FOR LAW ENFORCEMENT - QUEENS,QUEENS,PAPER
EVERYDAY COURAGE,Robyn Love,2003,HS FOR LAW ENFORCEMENT - QUEENS,QUEENS,PHOTOGRAPH
THE HISTORY OF EAST NEW YORK,Rochelle Shicoff,1997,P.S. 190 - BROOKLYN,BROOKLYN,CERAMIC
STARRY NIGHT,Rockwell Kent,1933,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
UNTITLED,Roger Bolomey,1971,HERBERT H. LEHMAN HS - X,BRONX,"STEEL, WEATHERING"
"""ABSTRACT""",Roger Bolomey,1975,P.S. 152 - BRONX,BRONX,"STEEL, WEATHERING"
CONSERVATORY I,Roger Hownigan,1985,P.S. 251 - BROOKLYN,BROOKLYN,WATERCOLOR
THE PAVILION III,Roger Hownigan,1988,P.S. 154 - QUEENS,QUEENS,WATERCOLOR
W.E.B. DU BOIS,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
W.E.B. DU BOIS,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
MARCUS GARVEY,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
MARCUS GARVEY,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
SIMON BOLIVAR,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
SIMON BOLIVAR,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
WINNIE MANDELA,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
GABRIEL MARQUEZ GARCIA,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
GABRIEL MARQUEZ GARCIA,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
RICHARD WRIGHT,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
RICHARD WRIGHT,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
CORETTA SCOTT KING,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
CORETTA SCOTT KING,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
ANDREW YOUNG,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
ANDREW YOUNG,Roland Brooks,1994,P.S. 115 - MANHATTAN,MANHATTAN,CRAYON
